,ASSIST_BUILDING_KILL,ASSIST_CHAMPION_KILL,ASSIST_ELITE_MONSTER_KILL,BARON_NASHOR,BLUE_TRINKET_WARD_KILL,BLUE_TRINKET_WARD_PLACED,BOTTOM_abilityHaste,BOTTOM_abilityPower,BOTTOM_armor,BOTTOM_armorPen,BOTTOM_armorPenPercent,BOTTOM_attackDamage,BOTTOM_attackSpeed,BOTTOM_bonusArmorPenPercent,BOTTOM_bonusMagicPenPercent,BOTTOM_ccReduction,BOTTOM_cooldownReduction,BOTTOM_goldPerSecond,BOTTOM_health,BOTTOM_healthMax,BOTTOM_healthRegen,BOTTOM_jungleMinionsKilled,BOTTOM_level,BOTTOM_lifesteal,BOTTOM_magicDamageDone,BOTTOM_magicDamageDoneToChampions,BOTTOM_magicDamageTaken,BOTTOM_magicPen,BOTTOM_magicPenPercent,BOTTOM_magicResist,BOTTOM_minionsKilled,BOTTOM_movementSpeed,BOTTOM_omnivamp,BOTTOM_physicalDamageDone,BOTTOM_physicalDamageDoneToChampions,BOTTOM_physicalDamageTaken,BOTTOM_physicalVamp,BOTTOM_playerChampionChestGranted,BOTTOM_playerChampionLevel,BOTTOM_playerChampionPoints,BOTTOM_playerIsFreshBlood,BOTTOM_playerIsHotStreak,BOTTOM_playerIsInactive,BOTTOM_playerIsVeteran,BOTTOM_playerWinRate,BOTTOM_power,BOTTOM_powerMax,BOTTOM_powerRegen,BOTTOM_spellVamp,BOTTOM_timeEnemySpentControlled,BOTTOM_totalDamageDone,BOTTOM_totalDamageDoneToChampions,BOTTOM_totalDamageTaken,BOTTOM_totalGold,BOTTOM_trueDamageDone,BOTTOM_trueDamageDoneToChampions,BOTTOM_trueDamageTaken,BOTTOM_xp,BOT_LANE_TURRET_PLATE_DESTROYED,BOUNTY_BUILDING_KILL,BOUNTY_CHAMPION_KILL,BOUNTY_ELITE_MONSTER_KILL,BUILDING_KILL_BASE_TURRET_TOWER_BUILDING_BOT_LANE,BUILDING_KILL_BASE_TURRET_TOWER_BUILDING_MID_LANE,BUILDING_KILL_BASE_TURRET_TOWER_BUILDING_TOP_LANE,BUILDING_KILL_INHIBITOR_BUILDING_BOT_LANE,BUILDING_KILL_INHIBITOR_BUILDING_MID_LANE,BUILDING_KILL_INHIBITOR_BUILDING_TOP_LANE,BUILDING_KILL_INNER_TURRET_TOWER_BUILDING_BOT_LANE,BUILDING_KILL_INNER_TURRET_TOWER_BUILDING_MID_LANE,BUILDING_KILL_INNER_TURRET_TOWER_BUILDING_TOP_LANE,BUILDING_KILL_NEXUS_TURRET_TOWER_BUILDING_MID_LANE,BUILDING_KILL_OUTER_TURRET_TOWER_BUILDING_BOT_LANE,BUILDING_KILL_OUTER_TURRET_TOWER_BUILDING_MID_LANE,BUILDING_KILL_OUTER_TURRET_TOWER_BUILDING_TOP_LANE,CHAMPION_KILL,CONTROL_WARD_WARD_KILL,CONTROL_WARD_WARD_PLACED,DEATHS,DRAGON,DRAGON_SOUL_GIVEN,JUNGLE_abilityHaste,JUNGLE_abilityPower,JUNGLE_armor,JUNGLE_armorPen,JUNGLE_armorPenPercent,JUNGLE_attackDamage,JUNGLE_attackSpeed,JUNGLE_bonusArmorPenPercent,JUNGLE_bonusMagicPenPercent,JUNGLE_ccReduction,JUNGLE_cooldownReduction,JUNGLE_goldPerSecond,JUNGLE_health,JUNGLE_healthMax,JUNGLE_healthRegen,JUNGLE_jungleMinionsKilled,JUNGLE_level,JUNGLE_lifesteal,JUNGLE_magicDamageDone,JUNGLE_magicDamageDoneToChampions,JUNGLE_magicDamageTaken,JUNGLE_magicPen,JUNGLE_magicPenPercent,JUNGLE_magicResist,JUNGLE_minionsKilled,JUNGLE_movementSpeed,JUNGLE_omnivamp,JUNGLE_physicalDamageDone,JUNGLE_physicalDamageDoneToChampions,JUNGLE_physicalDamageTaken,JUNGLE_physicalVamp,JUNGLE_playerChampionChestGranted,JUNGLE_playerChampionLevel,JUNGLE_playerChampionPoints,JUNGLE_playerIsFreshBlood,JUNGLE_playerIsHotStreak,JUNGLE_playerIsInactive,JUNGLE_playerIsVeteran,JUNGLE_playerWinRate,JUNGLE_power,JUNGLE_powerMax,JUNGLE_powerRegen,JUNGLE_spellVamp,JUNGLE_timeEnemySpentControlled,JUNGLE_totalDamageDone,JUNGLE_totalDamageDoneToChampions,JUNGLE_totalDamageTaken,JUNGLE_totalGold,JUNGLE_trueDamageDone,JUNGLE_trueDamageDoneToChampions,JUNGLE_trueDamageTaken,JUNGLE_xp,KILL_ACE,KILL_FIRST_BLOOD,KILL_MULTI,MIDDLE_abilityHaste,MIDDLE_abilityPower,MIDDLE_armor,MIDDLE_armorPen,MIDDLE_armorPenPercent,MIDDLE_attackDamage,MIDDLE_attackSpeed,MIDDLE_bonusArmorPenPercent,MIDDLE_bonusMagicPenPercent,MIDDLE_ccReduction,MIDDLE_cooldownReduction,MIDDLE_goldPerSecond,MIDDLE_health,MIDDLE_healthMax,MIDDLE_healthRegen,MIDDLE_jungleMinionsKilled,MIDDLE_level,MIDDLE_lifesteal,MIDDLE_magicDamageDone,MIDDLE_magicDamageDoneToChampions,MIDDLE_magicDamageTaken,MIDDLE_magicPen,MIDDLE_magicPenPercent,MIDDLE_magicResist,MIDDLE_minionsKilled,MIDDLE_movementSpeed,MIDDLE_omnivamp,MIDDLE_physicalDamageDone,MIDDLE_physicalDamageDoneToChampions,MIDDLE_physicalDamageTaken,MIDDLE_physicalVamp,MIDDLE_playerChampionChestGranted,MIDDLE_playerChampionLevel,MIDDLE_playerChampionPoints,MIDDLE_playerIsFreshBlood,MIDDLE_playerIsHotStreak,MIDDLE_playerIsInactive,MIDDLE_playerIsVeteran,MIDDLE_playerWinRate,MIDDLE_power,MIDDLE_powerMax,MIDDLE_powerRegen,MIDDLE_spellVamp,MIDDLE_timeEnemySpentControlled,MIDDLE_totalDamageDone,MIDDLE_totalDamageDoneToChampions,MIDDLE_totalDamageTaken,MIDDLE_totalGold,MIDDLE_trueDamageDone,MIDDLE_trueDamageDoneToChampions,MIDDLE_trueDamageTaken,MIDDLE_xp,MID_LANE_TURRET_PLATE_DESTROYED,OBJECTIVE_BOUNTY_FINISH,RIFTHERALD,SHUTDOWNBOUNTY_CHAMPION_KILL,SIGHT_WARD_WARD_KILL,SIGHT_WARD_WARD_PLACED,TEEMO_MUSHROOM_WARD_KILL,TEEMO_MUSHROOM_WARD_PLACED,TOP_LANE_TURRET_PLATE_DESTROYED,TOP_abilityHaste,TOP_abilityPower,TOP_armor,TOP_armorPen,TOP_armorPenPercent,TOP_attackDamage,TOP_attackSpeed,TOP_bonusArmorPenPercent,TOP_bonusMagicPenPercent,TOP_ccReduction,TOP_cooldownReduction,TOP_goldPerSecond,TOP_health,TOP_healthMax,TOP_healthRegen,TOP_jungleMinionsKilled,TOP_level,TOP_lifesteal,TOP_magicDamageDone,TOP_magicDamageDoneToChampions,TOP_magicDamageTaken,TOP_magicPen,TOP_magicPenPercent,TOP_magicResist,TOP_minionsKilled,TOP_movementSpeed,TOP_omnivamp,TOP_physicalDamageDone,TOP_physicalDamageDoneToChampions,TOP_physicalDamageTaken,TOP_physicalVamp,TOP_playerChampionChestGranted,TOP_playerChampionLevel,TOP_playerChampionPoints,TOP_playerIsFreshBlood,TOP_playerIsHotStreak,TOP_playerIsInactive,TOP_playerIsVeteran,TOP_playerWinRate,TOP_power,TOP_powerMax,TOP_powerRegen,TOP_spellVamp,TOP_timeEnemySpentControlled,TOP_totalDamageDone,TOP_totalDamageDoneToChampions,TOP_totalDamageTaken,TOP_totalGold,TOP_trueDamageDone,TOP_trueDamageDoneToChampions,TOP_trueDamageTaken,TOP_xp,UTILITY_abilityHaste,UTILITY_abilityPower,UTILITY_armor,UTILITY_armorPen,UTILITY_armorPenPercent,UTILITY_attackDamage,UTILITY_attackSpeed,UTILITY_bonusArmorPenPercent,UTILITY_bonusMagicPenPercent,UTILITY_ccReduction,UTILITY_cooldownReduction,UTILITY_goldPerSecond,UTILITY_health,UTILITY_healthMax,UTILITY_healthRegen,UTILITY_jungleMinionsKilled,UTILITY_level,UTILITY_lifesteal,UTILITY_magicDamageDone,UTILITY_magicDamageDoneToChampions,UTILITY_magicDamageTaken,UTILITY_magicPen,UTILITY_magicPenPercent,UTILITY_magicResist,UTILITY_minionsKilled,UTILITY_movementSpeed,UTILITY_omnivamp,UTILITY_physicalDamageDone,UTILITY_physicalDamageDoneToChampions,UTILITY_physicalDamageTaken,UTILITY_physicalVamp,UTILITY_playerChampionChestGranted,UTILITY_playerChampionLevel,UTILITY_playerChampionPoints,UTILITY_playerIsFreshBlood,UTILITY_playerIsHotStreak,UTILITY_playerIsInactive,UTILITY_playerIsVeteran,UTILITY_playerWinRate,UTILITY_power,UTILITY_powerMax,UTILITY_powerRegen,UTILITY_spellVamp,UTILITY_timeEnemySpentControlled,UTILITY_totalDamageDone,UTILITY_totalDamageDoneToChampions,UTILITY_totalDamageTaken,UTILITY_totalGold,UTILITY_trueDamageDone,UTILITY_trueDamageDoneToChampions,UTILITY_trueDamageTaken,UTILITY_xp,YELLOW_TRINKET_WARD_KILL,YELLOW_TRINKET_WARD_PLACED,abilityHaste,abilityPower,armor,armorPen,armorPenPercent,attackDamage,attackSpeed,blue_team_wins,bonusArmorPenPercent,bonusMagicPenPercent,ccReduction,cooldownReduction,goldPerSecond,health,healthMax,healthRegen,jungleMinionsKilled,level,lifesteal,magicDamageDone,magicDamageDoneToChampions,magicDamageTaken,magicPen,magicPenPercent,magicResist,minionsKilled,minute,movementSpeed,omnivamp,physicalDamageDone,physicalDamageDoneToChampions,physicalDamageTaken,physicalVamp,playerChampionChestGranted,playerChampionLevel,playerChampionPoints,playerIsFreshBlood,playerIsHotStreak,playerIsInactive,playerIsVeteran,playerWinRate,power,powerMax,powerRegen,spellVamp,timeEnemySpentControlled,totalDamageDone,totalDamageDoneToChampions,totalDamageTaken,totalGold,trueDamageDone,trueDamageDoneToChampions,trueDamageTaken,xp
,,,,,,,0,0,-2,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,0,4,48368,0,0,0,0,0.75,-98,-98,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,-7,0,0,0,0,0,0,0,0,0,-31,-31,0,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,-1,1,13067,0,0,0,0,-0.32000000000000006,14,14,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,9,0,0,0,0,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-480,20,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,3,0,0,0,0,0,0,0,0,0,-38,-38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1115430,0,0,0,0,-0.24,263,263,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-30,-30,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,3,28145,0,0,0,0,-0.020000000000000018,-15,-15,0,0,0,0,0,0,0,0,0,0,0,,,0,0,2,0,0,0,0,,0,0,0,0,0,-10,-10,0,0,0,0,0,0,0,0,0,2,0,0,-10,0,0,0,0,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-316,184,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,0,0,-2,0,0,-1,0,0,0,0,0,0,29,29,1,0,0,0,0,0,0,0,0,0,0,-10,0,436,421,0,0,0,4,48368,0,0,0,0,0.75,-125,-98,-2,0,0,436,421,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,-7,0,0,-5,0,0,0,0,0,0,-31,-31,8,0,0,0,0,0,0,0,0,0,0,-10,0,0,0,0,0,-1,1,13067,0,0,0,0,-0.32000000000000006,14,14,1,0,0,0,0,0,0,0,0,0,0,,,,0,-9,3,0,0,11,13,0,0,7,0,0,182,140,25,0,0,0,-153,-153,98,0,0,10,0,-65,0,65,65,-115,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-369,-30,-16,0,-1188,-108,-108,-7,0,-20,-20,10,0,,,,,,,,,,0,0,-3,0,15,-4,3,0,0,3,0,0,-45,57,-16,0,0,0,0,0,0,0,0,0,0,0,2,-39,-39,115,0,0,0,-1115430,0,0,0,0,-0.24,263,263,13,0,-1552,-39,-39,115,0,0,0,0,0,0,-26,-1,0,0,15,0,0,0,0,0,0,181,-30,-4,0,0,0,-132,-132,187,0,0,0,0,-5,0,93,93,-540,0,0,3,28145,0,0,0,0,-0.020000000000000018,-29,-15,-6,0,1023,-39,-39,-343,0,0,0,10,0,,0.0,0,-35,-10,0,15,16,16,,0,0,10,0,0,316,165,14,0,0,0,-285,-285,285,0,0,10,0,1,-90,2,555,540,-540,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-246,134,-10,0,-1717,250,235,-235,0,-20,-20,20,0
,,,,,,,0,0,-2,0,0,-1,110,0,0,0,0,0,45,29,1,0,0,0,110,0,63,0,0,0,1,-10,0,645,495,-99,0,0,4,48368,0,0,0,0,0.75,-98,-98,-2,0,0,744,485,-35,9,-10,-10,0,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,-6,0,0,-25,-1,0,0,0,0,0,-117,-39,0,0,0,0,371,0,0,0,0,0,0,-79,0,442,0,3,0,-1,1,13067,0,0,0,0,-0.32000000000000006,100,28,-27,0,-2709,388,0,3,0,-426,0,0,0,,,,0,-9,3,0,0,11,23,0,0,23,0,0,-257,140,160,0,0,0,-552,-313,283,0,0,10,1,15,0,404,-19,109,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-483,-80,-16,0,-7032,-188,-371,432,7,-40,-40,40,-30,,,,,,,,,,0,0,-3,0,15,-4,3,0,0,0,0,0,57,57,-16,0,0,0,0,0,0,0,0,0,-2,0,2,-708,-39,65,0,0,0,-1115430,0,0,0,0,-0.24,263,263,13,0,-4758,-708,-39,65,-28,0,0,0,-59,0,-26,-1,0,0,18,0,0,0,0,0,0,-12,-30,-4,0,0,0,-221,-221,187,0,0,0,0,-52,0,442,93,-558,0,0,3,28145,0,0,0,0,-0.020000000000000018,49,-40,-6,0,1023,221,-128,-361,-12,0,0,10,0,,0.0,0,-35,-9,0,15,-1,135,,0,0,23,0,0,-284,157,141,0,0,0,-292,-534,533,0,0,10,0,2,-126,2,1225,530,-480,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-169,73,-38,0,-13476,457,-53,104,-24,-476,-50,50,-89
,,,,,,,0,0,-2,0,0,0,-1,0,0,0,0,0,126,30,80,0,0,0,934,-48,203,0,0,0,4,-10,0,977,796,-610,0,0,4,48368,0,0,0,0,0.75,-105,-143,-2,0,3764,1894,730,-309,48,-17,-17,97,56,,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,0,0,-9,0,0,-27,-3,0,0,0,0,0,-113,-122,-3,0,-1,0,146,0,0,0,0,-2,0,-79,0,-441,0,-152,0,-1,1,13067,0,0,0,0,-0.32000000000000006,90,-6,-37,0,-26988,-361,0,-152,-36,-66,0,0,-58,,1.0,,0,-29,2,0,0,10,29,0,0,5,0,0,140,140,17,0,0,0,-1297,-484,454,0,0,12,8,40,0,2175,119,40,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-664,-164,-18,0,-15882,797,-445,574,146,-81,-81,81,-72,,,,0.0,,,,,,0,0,1,0,15,0,3,0,0,13,0,0,-277,169,-20,0,1,0,0,0,0,0,0,2,-1,0,2,-522,364,-38,0,0,0,-1115430,0,0,0,0,-0.24,259,347,14,0,-9088,-522,364,-38,445,0,0,0,388,0,-26,-1,0,0,19,1,0,0,0,0,0,-97,-29,-4,0,0,0,-421,-421,297,0,0,0,0,-5,0,1152,648,-622,0,0,3,28145,0,0,0,0,-0.020000000000000018,-42,-78,-6,0,8390,640,136,-315,32,-90,-90,10,56,,0.0,0,-55,-9,0,15,2,29,,0,0,18,0,0,-221,188,70,0,0,0,-638,-953,954,0,0,12,11,3,-54,2,3341,1927,-1382,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-462,-44,-49,0,-39804,2448,785,-240,635,-254,-188,188,370
,,0.0,,,,,0,0,-2,0,0,2,-2,0,0,0,0,0,-161,32,0,0,0,0,1202,-48,372,0,0,0,3,-10,0,1720,1161,-297,0,0,4,48368,0,0,0,0,0.75,-119,-147,-3,0,7433,2904,1095,172,322,-17,-17,97,-90,-1.0,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,0,0,-6,0,0,-25,-76,0,0,-3,0,0,68,-47,5,4,0,0,84,0,219,0,0,0,0,-79,0,-138,-291,-395,0,-1,1,13067,0,0,0,0,-0.32000000000000006,231,43,91,0,-15389,-142,-291,-176,-241,-88,0,0,40,,1.0,,0,-29,2,0,0,8,30,0,0,17,0,0,61,140,-27,0,0,0,-2472,-762,732,0,0,12,9,40,0,2827,219,-75,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-372,-233,-82,0,-27739,291,-607,722,174,-64,-64,64,-192,,,,0.0,,,,,,0,0,-5,0,15,-3,-2,0,0,9,0,0,135,116,6,0,0,0,0,0,0,0,0,-3,-2,128,2,-1927,517,-427,0,0,0,-1115430,0,0,0,0,-0.24,212,393,14,0,-12195,-1927,517,-427,364,0,0,0,175,0,-26,-2,0,0,22,2,0,0,0,0,0,184,-28,-4,0,0,0,-726,-638,343,0,0,0,0,-5,0,2176,1169,-732,0,0,3,28145,0,0,0,0,-0.020000000000000018,91,-52,9,0,12718,1360,441,-378,354,-90,-90,10,96,,0.0,0,-55,-13,0,15,4,-48,,0,0,23,0,0,287,213,-20,4,0,0,-1912,-1448,1666,0,0,9,10,4,74,2,4658,2775,-1926,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,43,4,29,0,-35172,2486,1155,-87,973,-259,-171,171,29
,,0.0,,,,,0,0,-2,0,0,3,10,0,0,0,0,0,32,32,0,0,0,0,1047,-105,372,0,0,0,5,-10,0,1843,1078,-515,0,0,4,48368,0,0,0,0,0.75,-101,-147,-3,0,7433,2859,943,-45,517,-29,-29,97,25,-1.0,,0.0,,,,,,,,,,,,,,,0.0,,,0.0,,,0,0,-9,0,0,-8,-4,0,0,-5,0,0,-93,-134,7,-4,-1,0,-239,0,-65,0,0,-1,0,-10,0,-3153,-508,-859,0,-1,1,13067,0,0,0,0,-0.32000000000000006,8,8,1,0,-19122,-3931,-508,-924,-771,-538,0,0,-366,,1.0,0.0,0,-29,1,0,0,7,32,0,0,18,0,0,-202,140,17,0,0,0,-4144,-1100,1071,0,0,12,12,40,0,3841,219,-60,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-309,-302,-20,0,-38602,-402,-980,1110,237,-98,-98,99,-192,,,,0.0,,,,,,0,0,0,0,15,-1,-11,0,0,7,0,0,-196,67,7,0,1,0,0,0,0,0,0,-1,4,0,2,-1337,513,-308,0,0,0,-1115430,0,0,0,0,-0.24,275,440,15,0,-9719,-1337,513,-308,525,0,0,0,359,0,-46,2,0,0,58,6,0,0,0,0,0,115,42,-3,0,1,0,-827,-739,501,0,0,1,0,-5,0,2652,1603,-612,0,0,3,28145,0,0,0,0,-0.020000000000000018,-33,-17,-17,0,13941,1734,774,-87,627,-90,-90,22,180,,0.0,0,-75,-8,0,15,59,33,,0,0,20,0,0,-344,147,28,-4,1,0,-4163,-1944,1879,0,0,11,21,5,15,2,3846,2905,-2354,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-160,-18,-24,0,-46069,-1077,742,-254,1135,-755,-217,218,6
,,0.0,,,,,0,0,-2,0,0,5,8,0,0,0,0,0,1,34,-91,0,0,0,604,-398,868,0,0,0,-2,-10,0,1069,1005,-1065,0,0,4,48368,0,0,0,0,0.75,-221,-192,-15,0,8556,1592,526,-75,-323,-81,-81,121,-128,-1.0,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,0,0,-5,0,0,-41,-27,0,0,-7,0,0,11,-56,9,-1,0,0,-83,0,-65,0,0,0,2,-10,0,-2201,-228,-1458,0,-1,1,13067,0,0,0,0,-0.32000000000000006,-73,60,-88,0,-23514,-2372,-228,-1522,-637,-88,0,0,-69,,1.0,0.0,0,-29,1,0,0,6,34,0,0,23,0,0,9,140,77,0,0,0,-6445,-1156,1126,0,0,13,12,40,0,5417,506,-259,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-29,-322,-22,0,-47095,-1216,-839,1056,282,-188,-188,188,-222,,,,0.0,,,,,,0,0,0,0,15,2,-14,0,0,4,0,0,-93,92,-44,0,1,0,0,0,0,0,0,-1,14,0,2,38,524,-216,0,0,0,-1115430,0,0,0,0,-0.24,378,490,15,0,-11404,38,524,-216,700,0,0,0,809,0,-46,-2,0,0,57,4,0,0,0,0,0,168,-28,-4,0,0,0,-1087,-999,558,0,0,0,-1,27,0,2815,1769,-290,0,0,3,28145,0,0,0,0,-0.020000000000000018,95,-91,-2,0,10142,1638,680,318,640,-90,-90,50,-49,-1.0,0.0,0,-75,-8,0,15,29,5,,0,0,20,0,0,96,182,-53,-1,1,0,-7011,-2553,2487,0,0,12,25,6,47,2,7138,3576,-3288,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,150,-55,-112,0,-63315,-320,663,-439,662,-447,-359,359,341
,,0.0,,,,,0,0,-5,0,0,2,156,0,0,0,0,0,-447,-49,79,0,-1,0,382,-470,1074,0,0,-2,-6,-10,0,-109,760,-859,0,0,4,48368,0,0,0,0,0.75,-105,-224,-23,0,8556,192,208,336,-393,-81,-81,121,-311,-1.0,,0.0,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,0,0,-5,0,0,-30,-27,0,0,-10,0,0,-692,-65,10,-4,0,0,-196,0,-49,0,0,0,3,-10,0,-4704,-1073,-1014,0,-1,1,13067,0,0,0,0,-0.32000000000000006,8,75,17,0,-33625,-4988,-1073,-1063,-1133,-88,0,0,-221,,1.0,-1.0,0,-49,1,0,0,21,59,0,0,5,0,0,140,140,17,0,0,7,-6616,-1099,1053,0,0,13,12,29,0,6370,536,33,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-1122,-622,-22,0,-48256,-367,-683,1207,302,-120,-120,120,-271,,,,0.0,,1.0,,,,0,0,0,0,15,16,-16,0,0,16,0,0,-70,116,10,0,1,0,0,0,0,0,0,-3,18,0,2,-80,1096,-244,0,0,0,-1115430,0,0,0,0,-0.24,136,541,16,0,-6118,-80,1096,-244,815,0,0,0,867,0,-46,-3,0,0,62,4,0,0,0,0,10,192,24,-4,0,0,0,-1620,-1238,663,0,0,0,-1,-5,0,4201,1886,-372,0,0,3,28145,0,0,0,0,-0.020000000000000018,-184,-178,-12,0,12981,2491,557,342,652,-90,-90,50,-250,-1.0,1.0,0,-95,-12,0,15,71,176,,0,0,11,0,10,-877,166,112,-4,0,7,-8050,-2807,2741,0,0,8,26,7,4,2,5678,3205,-2456,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-1267,-408,-24,0,-66462,-2752,105,578,243,-379,-291,291,-186
,,-1.0,1.0,,,,0,0,-5,0,0,2,-19,0,0,0,0,0,512,35,-1,0,0,-1,27,-658,1263,0,0,-2,-8,15,0,-2425,74,-1350,0,0,4,48368,0,0,0,0,0.75,163,-264,-4,0,8556,-2490,-678,33,-769,-93,-93,121,-415,-1.0,,-300.0,0.0,,,,,,,,,,,,,,-1.0,-1.0,1.0,1.0,1.0,,0,0,-5,0,0,-10,-27,0,0,-8,0,0,65,-65,29,0,0,0,-361,0,-49,0,0,0,3,-10,0,-7521,-1073,-1499,0,-1,1,13067,0,0,0,0,-0.32000000000000006,106,75,-12,0,-37886,-7521,-1073,-1536,-1099,362,0,11,4,,1.0,-1.0,0,-49,0,0,0,21,61,0,0,20,0,0,-313,140,18,0,0,7,-9047,-1785,1739,0,0,13,22,35,0,9986,570,117,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-662,-643,-23,0,-51295,838,-1317,1958,532,-101,-101,102,-28,,,,0.0,,1.0,,,1.0,0,0,-6,0,15,14,-4,0,0,-2,0,0,803,29,-78,0,0,0,0,0,0,0,0,-6,6,25,2,-4664,1338,-503,0,0,0,-1115430,0,0,0,0,-0.24,541,541,16,0,-10050,-5035,966,-131,404,-371,-371,371,84,0,-53,-7,0,0,62,2,0,0,0,0,0,-4,-112,-5,0,-1,0,-1857,-1475,900,0,0,-1,-2,-5,0,5067,2719,-270,0,0,3,28145,0,0,0,0,-0.020000000000000018,-82,-215,-20,0,17639,3120,1154,680,532,-90,-90,50,-203,-1.0,0.0,0,-102,-23,0,15,89,13,,0,0,10,0,0,1063,27,-37,0,-1,6,-11238,-3918,3853,0,0,4,21,8,60,2,443,3628,-3505,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,66,-506,-43,0,-73036,-11088,-948,1004,-400,-293,-655,655,-558
,,-1.0,1.0,,,,0,0,-2,0,0,-20,-18,0,0,0,0,0,196,35,1,0,0,-1,1377,-658,1263,0,0,0,2,73,0,-609,74,-1397,0,0,4,48368,0,0,0,0,0.75,-238,-238,-3,0,8556,674,-678,-14,-614,-93,-93,121,-127,-1.0,,0.0,0.0,,,,,,,,,,,,,,0.0,-1.0,1.0,0.0,1.0,,0,0,-17,0,0,-55,-95,0,0,-8,0,0,-74,-74,68,8,0,-7,-94,-94,-49,0,0,-8,3,-42,0,-4164,-1352,-1680,0,-1,1,13067,0,0,0,0,-0.32000000000000006,369,93,51,0,3045,-3495,-1447,-1748,-950,764,0,-21,168,,1.0,-1.0,0,-69,4,0,0,42,78,0,0,8,0,0,89,232,19,0,1,7,-9741,-2240,2194,0,0,15,29,35,0,14710,1080,-258,0,-1,1,4176,-1,0,0,1,0.010000000000000009,-1143,-643,-23,0,-52524,5029,-1099,1876,978,61,61,-61,770,,,,0.0,,1.0,,,1.0,0,0,-20,0,15,4,-5,0,0,9,0,0,-559,-21,-81,4,0,0,0,0,94,0,0,-15,11,-77,2,-162,1577,94,0,0,0,-1115430,0,0,0,0,-0.24,305,541,16,0,-7208,-501,1237,560,577,-339,-339,371,548,0,-53,-7,0,0,85,2,0,0,0,0,0,-47,-112,-5,0,-1,0,-1857,-1475,900,0,0,-1,-4,-5,0,5127,2879,-279,0,0,3,28145,0,0,0,0,-0.020000000000000018,-84,-190,-2,0,22497,3180,1314,670,549,-90,-90,50,-397,0.0,0.0,0,-122,-42,0,15,56,-38,,0,0,9,0,0,-395,60,2,12,0,-1,-10315,-4467,4402,0,0,-9,41,9,-16,2,14902,4258,-3520,0,-2,9,-1021674,-1,0,0,1,0.18000000000000038,-791,-437,39,0,-25634,4887,-673,1344,540,303,-461,460,962
